Field=#~Integer~#~50|Field=ItemType~String~ItemType~100|Field=DesignItemId~String~DesignItemId~200|Field=Description~String~Description~300|Field=Designator~String~Designator~500|Field=Comment~String~Comment~200|Field=Quantity~Integer~Quantity~70|Field=Manufacturer~String~Manufacturer~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=PartNumber~String~PartNumber~100|Field=Supplier~String~Supplier~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number~String~Supplier Part Number~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~String~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Manufacturer Part Number~String~Manufacturer Part Number~100|ReportField=Currency~USD|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~signal_conversion_board_2+3channels.PrjPcb|ReportField=ProjectFullPath~D:\SVN_neu\Duplicating_FPGA_box\signal_conversion_board_2+3channels\signal_conversion_board_2+3channels.PrjPcb|ReportField=Title~Bill of Materials For BOM Document [BOM2.BomDoc]|ReportField=TotalQuantity~112|ReportField=ReportTime~18:02:57|ReportField=ReportDate~24.11.2020|ReportField=ReportDateTime~24.11.2020 18:02:57|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~24.11.2020|ReportField=CurrentTime~17:09:59|ReportField=Date~|ReportField=DocumentFullPathAndName~D:\SVN_neu\Duplicating_FPGA_box\signal_conversion_board_2+3channels\Sheet1.SchDoc|ReportField=DocumentName~Sheet1.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~19.11.2020|ReportField=Organization~|ReportField=ProjectName~signal_conversion_board_2+3channels.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~.1|ReportField=SheetTotal~7|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~BOM2.BomDoc|ReportField=DataSourceFullPath~D:\SVN_neu\Duplicating_FPGA_box\signal_conversion_board_2+3channels\BOM2.BomDoc|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|Core-Managed|CMP-001-0071-1|2Pol; gerade; WR-PHD 2.54 mm THT Pin Header|J_C2|61300211121|1|Wurth Electronics|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}61300211121{URL.TIP}Manufacturer|61300211121|Mouser|Mouser|USD|1|710-61300211121|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-61300211121{URL.TIP}Supplier|30823||0,13|61300211121
12|Core-Managed|CMP-001-0071-1|2Pol; gerade; WR-PHD 2.54 mm THT Pin Header|J_D1|61300211121|1|Wurth Electronics|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}61300211121{URL.TIP}Manufacturer|61300211121|Mouser|Mouser|USD|1|710-61300211121|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-61300211121{URL.TIP}Supplier|30823||0,13|61300211121
13|Core-Managed|CMP-001-0071-1|2Pol; gerade; WR-PHD 2.54 mm THT Pin Header|J_D2|61300211121|1|Wurth Electronics|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}61300211121{URL.TIP}Manufacturer|61300211121|Mouser|Mouser|USD|1|710-61300211121|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-61300211121{URL.TIP}Supplier|30823||0,13|61300211121
14|Core-Managed|CMP-001-0071-1|2Pol; gerade; WR-PHD 2.54 mm THT Pin Header|J_E1|61300211121|1|Wurth Electronics|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}61300211121{URL.TIP}Manufacturer|61300211121|Mouser|Mouser|USD|1|710-61300211121|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-61300211121{URL.TIP}Supplier|30823||0,13|61300211121
15|Core-Managed|CMP-001-0071-1|2Pol; gerade; WR-PHD 2.54 mm THT Pin Header|J_E2|61300211121|1|Wurth Electronics|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}61300211121{URL.TIP}Manufacturer|61300211121|Mouser|Mouser|USD|1|710-61300211121|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300211121%26seller%3DMouser%26sku%3D710-61300211121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-61300211121{URL.TIP}Supplier|30823||0,13|61300211121
16|Core-Managed|CMP-001-0039-3|4,7 µF; 6V; Gr. A; T491A475K006AT|C101|4,7 µF|1|KEMET|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}T491X477K010AT{URL.TIP}Manufacturer|T491A475K006AT|Digi-Key|Digi-Key|USD|1|399-9717-1-ND|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-10212-2-ND{URL.TIP}Supplier|1000|||
17|Core-Managed|CMP-001-0039-3|4,7 µF; 6V; Gr. A; T491A475K006AT|C102|4,7 µF|1|KEMET|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}T491X477K010AT{URL.TIP}Manufacturer|T491A475K006AT|Digi-Key|Digi-Key|USD|1|399-9717-1-ND|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-10212-2-ND{URL.TIP}Supplier|1000|||
18|Core-Managed|CMP-001-0039-3|4,7 µF; 6V; Gr. A; T491A475K006AT|C104|4,7 µF|1|KEMET|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}T491X477K010AT{URL.TIP}Manufacturer|T491A475K006AT|Digi-Key|Digi-Key|USD|1|399-9717-1-ND|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-10212-2-ND{URL.TIP}Supplier|1000|||
19|Core-Managed|CMP-001-0039-3|4,7 µF; 6V; Gr. A; T491A475K006AT|C105|4,7 µF|1|KEMET|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}T491X477K010AT{URL.TIP}Manufacturer|T491A475K006AT|Digi-Key|Digi-Key|USD|1|399-9717-1-ND|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT491X477K010AT%26seller%3DDigi-Key%26sku%3D399-10212-2-ND%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-10212-2-ND{URL.TIP}Supplier|1000|||
20|Core-Managed|CMP-001-0033-3|10 µF, 35V, 125 mOhm, Gr. Dpartnumb: T495D106K035ATE125|C100|10 µF|1|KEMET|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT495D106K035ATE125%26seller%3DMouser%26sku%3D80-T495D106K35ATE125%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT495D106K035ATE125%26seller%3DMouser%26sku%3D80-T495D106K35ATE125%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}T495D106K035ATE125{URL.TIP}Manufacturer|T495D106K035ATE125|Digi-Key|Mouser|USD|1|399-10292-1-ND|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DT495D106K035ATE125%26seller%3DMouser%26sku%3D80-T495D106K35ATE125%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}80-T495D106K35ATE125{URL.TIP}Supplier|607||1,65|
21|Core-Managed|CMP-00484-1|800mA Low-Dropout Linear Regulator, 4-pin SOT-223, Pb-Free|U101|LM1117IMP-3.3/NOPB|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DLM1117IMP-3.3%252FNOPB%26seller%3DRSComponents%26sku%3D1977196%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DLM1117IMP-3.3%252FNOPB%26seller%3DRSComponents%26sku%3D1977196%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LM1117IMP-3.3%2FNOPB{URL.TIP}Manufacturer|LM1117IMP-3.3/NOPB||RSComponents|USD|1||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DLM1117IMP-3.3%252FNOPB%26seller%3DRSComponents%26sku%3D1977196%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}1977196{URL.TIP}Supplier|3890|||
22|Core-Managed|CMP-00485-1|800mA Low-Dropout Linear Regulator, 4-pin SOT-223, Pb-Free|U102|LM1117IMP-5.0/NOPB|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTI%2520National%2520Semiconductor%26mpn%3DLM1117IMP-5.0%252FNOPB%26seller%3DRSComponents%26sku%3D5358641P%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}TI%20National%20Semiconductor{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTI%2520National%2520Semiconductor%26mpn%3DLM1117IMP-5.0%252FNOPB%26seller%3DRSComponents%26sku%3D5358641P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LM1117IMP-5.0%2FNOPB{URL.TIP}Manufacturer|LM1117IMP-5.0/NOPB||RSComponents|USD|1||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTI%2520National%2520Semiconductor%26mpn%3DLM1117IMP-5.0%252FNOPB%26seller%3DRSComponents%26sku%3D5358641P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}5358641P{URL.TIP}Supplier|2480|||
23|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R1_A|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
24|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R1_B|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
25|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R1_C|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
26|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R1_D|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
27|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R1_E|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
28|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R2_A|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
29|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R2_B|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
30|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R2_C|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
31|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R2_D|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
32|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R2_E|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
33|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R3_A|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
34|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R3_B|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
35|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R4_A|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
36|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R4_B|10k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
37|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R5_A|0|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
38|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R5_B|0|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
39|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R6_A|open|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
40|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R6_B|open|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
41|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R7_A|open|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
42|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R7_B|open|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
43|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R8|1k|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
44|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R9|560|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
45|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R10|27|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
46|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R11|1k8|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
47|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R12|470|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
48|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R13|150|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
49|Core-Managed|CMP-001-0027-2|0805 Yageo Standard BlackBox Resistors|R14|10|1|Yageo|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
50|Core-Managed|CMP-001-0138-A.2|CAP CER 1UF 10V X7R 1206|C2_A|1uF|1|Wurth Electronics Inc.|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208013%26seller%3DMouser%26sku%3D710-885012208013%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208013%26seller%3DMouser%26sku%3D710-885012208013%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}885012208013{URL.TIP}Manufacturer|885012208013|Digi-Key|Mouser|USD|1|732-7685-1-ND|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208013%26seller%3DMouser%26sku%3D710-885012208013%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-885012208013{URL.TIP}Supplier|2825||0,16|885012208013
51|Core-Managed|CMP-001-0138-A.2|CAP CER 1UF 10V X7R 1206|C2_B|1uF|1|Wurth Electronics Inc.|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208013%26seller%3DMouser%26sku%3D710-885012208013%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208013%26seller%3DMouser%26sku%3D710-885012208013%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}885012208013{URL.TIP}Manufacturer|885012208013|Digi-Key|Mouser|USD|1|732-7685-1-ND|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208013%26seller%3DMouser%26sku%3D710-885012208013%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-885012208013{URL.TIP}Supplier|2825||0,16|885012208013
52|Core-Managed|CMP-001-0162-A.1|CAP CER 2.2UF 10V X7R 1206|C1_A|2.2uF|1|Wurth Electronics|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208015%26seller%3DMouser%26sku%3D710-885012208015%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208015%26seller%3DMouser%26sku%3D710-885012208015%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}885012208015{URL.TIP}Manufacturer|885012208015|Mouser|Mouser|USD|1|710-885012208015|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208015%26seller%3DMouser%26sku%3D710-885012208015%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-885012208015{URL.TIP}Supplier|2813||0,35|
